,main,main_16_TEXT,clicked
525,I don't trust the FDA approval process,,0
526,Concerns about unknown risks,,0
527,"Concerns about known side effects (e.g., headache, fatigue)",,0
528,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
529,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
530,Concerns about unknown risks,,0
531,Concerns about the vaccine’s efficacy,,0
532,I have a preexisting medical condition that would prevent me from getting the vaccine,I need to discuss w/ my oncologist as the vaccines will not help 100 percent.  Will wait a few months and decide completely then. Thanks for your interest.,0
533,I don't feel I need to be vaccinated; I'm not at high risk for serious complications from COVID if I am infected,,0
534,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
535,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
536,Concerns about unknown risks,,0
537,"I am pregnant, breastfeeding or planning to become pregnant",,0
538,Concerns about unknown risks,,0
539,I don't trust the FDA approval process,,0
540,"I am pregnant, breastfeeding or planning to become pregnant",,0
541,"I am pregnant, breastfeeding or planning to become pregnant",,0
542,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
543,"I am pregnant, breastfeeding or planning to become pregnant",,0
544,Concerns about unknown risks,,0
545,Concerns about unknown risks,,0
546,"I am pregnant, breastfeeding or planning to become pregnant",,0
547,I have a preexisting medical condition that would prevent me from getting the vaccine,,0
548,Concerns about unknown risks,,0
549,Concerns about unknown risks,,0
550,Religious reasons,I am pro-life and every unborn life matters.  Aborted fetal tissue / cell lines were used in the vaccine process.  ,0
551,Concerns about unknown risks,,0
552,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,too new I will get it at some point but not yet,0
553,Concerns about unknown risks,"would feel more comfortable knowing if there are adverse effects later on, like a year or so after the vaccine is administered.  However, it is too soon to know if there are any such adverse reactions at this time.  ",0
554,Concerns about unknown risks,,0
555,"I am pregnant, breastfeeding or planning to become pregnant",,0
556,"I am pregnant, breastfeeding or planning to become pregnant",,0
557,Concerns about unknown risks,,0
558,I've had COVID so I don't think I need a vaccine,I have had COVID and just want to wait it out,0
559,I have a preexisting medical condition that would prevent me from getting the vaccine,,0
560,Concerns about unknown risks,,0
561,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
562,"I am pregnant, breastfeeding or planning to become pregnant",,0
563,Other,I don't like someone mandating a vaccine and tracking me and limiting me to not be able to do certain things if I don't get the vaccine.  Taking away our freedom.,0
564,Concerns about unknown risks,"Would like more research on the length of the immunity, especially when I have several serious allergies that require an epipen",0
565,Concerns about unknown risks,,0
566,Concerns about unknown risks,,0
567,Concerns about unknown risks,,0
568,Concerns about unknown risks,,0
569,Concerns about unknown risks,,0
570,Concerns about unknown risks,,0
571,"I am pregnant, breastfeeding or planning to become pregnant",,0
572,Concerns about unknown risks,,0
573,Concerns about unknown risks,,0
574,I've had COVID so I don't think I need a vaccine,,0
575,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
576,Concerns about unknown risks,,0
577,Concerns about the vaccine’s efficacy,,0
578,Concerns about unknown risks,,0
579,"I am pregnant, breastfeeding or planning to become pregnant",,0
580,Religious reasons,Religious exemption,0
581,Concerns about unknown risks,,0
582,I've had COVID so I don't think I need a vaccine,,0
583,Other,Choice/Personal preference,0
584,Concerns about unknown risks,,0
585,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
586,Concerns about unknown risks,,0
587,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,I just dont want it yet.,0
588,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
589,I have a preexisting medical condition that would prevent me from getting the vaccine,I have MS and neurology stated I should not get immunization until it is tested on immunocompromised patients,0
590,I don't trust the FDA approval process,,0
591,I've had COVID so I don't think I need a vaccine,,0
592,Concerns about the vaccine’s efficacy,,0
593,Concerns about unknown risks,,0
594,"I am pregnant, breastfeeding or planning to become pregnant",,0
595,"Concerns about known side effects (e.g., headache, fatigue)",,0
596,Concerns about unknown risks,,0
597,Concerns about unknown risks,,0
598,Concerns about unknown risks,,0
599,I have allergies that could react to the vaccine,,0
600,"I am pregnant, breastfeeding or planning to become pregnant",,0
601,I don't trust the FDA approval process,,0
602,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
603,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
604,Concerns about unknown risks,,0
605,Concerns about unknown risks,,0
606,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
607,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
608,Concerns about unknown risks,,0
609,"Concerns about known side effects (e.g., headache, fatigue)",,0
610,Concerns about unknown risks,its new and dont know the risk,0
611,"Concerns about known side effects (e.g., headache, fatigue)",,0
612,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,i will get it if and when i am ready,0
613,Concerns about unknown risks,,0
614,Concerns about unknown risks,,0
615,Concerns about unknown risks,,0
616,Concerns about unknown risks,,0
617,I don't feel I need to be vaccinated; I'm not at high risk for serious complications from COVID if I am infected,,0
618,Others should be prioritzed,I feel it is unethical as a WFH employee for me to receive this vaccine when others at higher risk cannot,0
619,"I am pregnant, breastfeeding or planning to become pregnant",,0
620,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
621,Concerns about unknown risks,,0
622,Concerns about unknown risks,,0
623,Concerns about unknown risks,,0
624,Concerns about unknown risks,,0
625,Multiple reasons,"had Covd and recovered with no issues, not at high risk for complications of covid, concerns about unknown risks",0
626,Concerns about unknown risks,,0
627,"I am pregnant, breastfeeding or planning to become pregnant",,0
628,Concerns about unknown risks,,0
629,Concerns about unknown risks,,0
630,I have a preexisting medical condition that would prevent me from getting the vaccine,No studies on transplant patients receiving the vaccine,0
631,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
632,Concerns about unknown risks,,0
633,I don't trust the FDA approval process,,0
634,Concerns about unknown risks,,0
635,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
636,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
637,I've had COVID so I don't think I need a vaccine,,0
638,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
639,"I am pregnant, breastfeeding or planning to become pregnant",,0
640,"Concerns about known side effects (e.g., headache, fatigue)",,0
641,Concerns about unknown risks,,0
642,Concerns about unknown risks,,0
643,"I am pregnant, breastfeeding or planning to become pregnant",,0
644,Concerns about unknown risks,,0
645,Other,PERSONAL REASONS,0
646,Concerns about unknown risks,concern regarding potential autoimmune  reactions,0
647,Other,I don’t want to receive the vaccine at this time. ,0
648,"Concerns about known side effects (e.g., headache, fatigue)",,0
649,Concerns about unknown risks,,0
650,I don't trust the FDA approval process,,0
651,"Concerns about known side effects (e.g., headache, fatigue)",Whenever I get the flu shot I get the flu within 3 days,0
652,"I am pregnant, breastfeeding or planning to become pregnant",I am in the midst of doing IVF,0
653,"I am pregnant, breastfeeding or planning to become pregnant",,0
654,Concerns about unknown risks,,0
655,I've had COVID so I don't think I need a vaccine,,0
656,I've had COVID so I don't think I need a vaccine,,0
657,Religious reasons,Religious,0
658,Concerns about unknown risks,,0
659,I have a preexisting medical condition that would prevent me from getting the vaccine,,0
660,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
661,I have allergies that could react to the vaccine,,0
662,Concerns about the vaccine’s efficacy,,0
663,Other,If being vaccinated does nothing more top stop the unknown spread of covid and is less effective for the risk gettting covid would actually give me there is not point. ,0
664,Religious reasons,this goes against my religous views,0
665,Other,I just dont want it. ,0
666,"I am pregnant, breastfeeding or planning to become pregnant",,0
667,Concerns about unknown risks,,0
668,"I am pregnant, breastfeeding or planning to become pregnant",,0
669,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
670,I have allergies that could react to the vaccine,I have had serious reactions from vaccines in the past,0
671,"I am pregnant, breastfeeding or planning to become pregnant",,0
672,"I am pregnant, breastfeeding or planning to become pregnant",,0
673,I don't trust the FDA approval process,,0
674,I work out of state; I plan to receive a vaccine when one is available to me in my state,,0
675,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
676,Others should be prioritzed,My exposure is very limited and I would rather my dose be used for someone in higher need,0
677,Concerns about unknown risks,,0
678,I don't feel I need to be vaccinated; I'm not at high risk for infection,,0
679,"I am pregnant, breastfeeding or planning to become pregnant",,0
680,Concerns about unknown risks,,0
681,Religious reasons,developed with tissue from aborted fetus,0
682,Concerns about unknown risks,,0
683,"I am pregnant, breastfeeding or planning to become pregnant",,0
684,"I am pregnant, breastfeeding or planning to become pregnant",,0
685,Already vaccinated,I received the vaccine already elsewhere (Moderna in Ohio) unsure where to submit the info to Geisinger so that I can be counted as a vaccinated employee,0
686,I don't trust the FDA approval process,,0
687,Concerns about unknown risks,,0
688,It depends on which vaccine I'm offered,,0
689,Concerns about unknown risks,,0
690,"I am pregnant, breastfeeding or planning to become pregnant",,0
691,I have allergies that could react to the vaccine,,0
692,I work out of state; I plan to receive a vaccine when one is available to me in my state,,0
693,Other,I do not wish to receive it,0
694,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
695,Other,Just don’t want it. ,0
696,I don't feel I need to be vaccinated; I'm not at high risk for infection,,0
697,Concerns about unknown risks,,0
698,I don't feel I need to be vaccinated; I'm not at high risk for infection,,0
699,I have a preexisting medical condition that would prevent me from getting the vaccine,"i will speak to my neurologist first. Preexisting seizure condition, i do not take meds that i don't need to. ",0
700,"I am pregnant, breastfeeding or planning to become pregnant",,0
701,Concerns about unknown risks,,0
702,Concerns about unknown risks,,0
703,Concerns about unknown risks,,0
704,Already vaccinated,"Back at school, will be receiving here!",0
705,Multiple reasons,I have numerous of the above concerns ,0
706,Concerns about unknown risks,,0
707,I don't trust the FDA approval process,,0
708,Concerns about unknown risks,,0
709,Already vaccinated,I have already had the first dose and plan for the second in feb,0
710,Concerns about unknown risks,,0
711,Concerns about unknown risks,,0
712,Concerns about unknown risks,,0
713,Concerns about unknown risks,,0
714,"I am pregnant, breastfeeding or planning to become pregnant",,0
715,"I am pregnant, breastfeeding or planning to become pregnant",,0
716,"Concerns about known side effects (e.g., headache, fatigue)",,0
717,Concerns about unknown risks,,0
718,I have allergies that could react to the vaccine,,0
719,Concerns about unknown risks,,0
720,Concerns about unknown risks,,0
721,Concerns about unknown risks,,0
722,Religious reasons,religious preference,0
723,I don't trust the FDA approval process,I feel there is not enough test data available,0
724,Concerns about the vaccine’s efficacy,,0
725,Already vaccinated,I received vaccine at other place of employment ,0
726,"I am pregnant, breastfeeding or planning to become pregnant",,0
727,Multiple reasons,I would like to see what happens and I am planning to become pregnant this year so would prefer not to expierence complications. I am also not at high risk for the virus,0
728,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
729,Multiple reasons,"I could have selected multiple reasons from this list.  My main concern is an adverse reaction.  I have had multiple issues with vaccines and medications.  I am also involved in a time sensitive project that I do not want to risk being compromised by health issues.  I continue to social distance, mask and wash hands.",0
730,Concerns about the vaccine’s efficacy,,0
731,Concerns about unknown risks,,0
732,I work out of state; I plan to receive a vaccine when one is available to me in my state,,0
733,Multiple reasons,"There are multiple reasons including the ingredients, the lack of testing, the known side effects, and that thousands of people are already experiencing vaccine injuries.",0
734,I have allergies that could react to the vaccine,,0
735,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,I am currently on antibiotics and want to wait until they are completed ,0
736,Concerns about unknown risks,,0
737,Concerns about unknown risks,,0
738,Concerns about unknown risks,,0
739,Concerns about unknown risks,,0
740,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
741,I don't trust the FDA approval process,,0
742,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
743,I've had COVID so I don't think I need a vaccine,,0
744,"I am pregnant, breastfeeding or planning to become pregnant",,0
745,Concerns about unknown risks,,0
746,I have a preexisting medical condition that would prevent me from getting the vaccine,"TTC, anaphylactic shock to previous vaccinations, other",0
747,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
748,Concerns about unknown risks,,0
749,Concerns about unknown risks,,0
750,"I am pregnant, breastfeeding or planning to become pregnant",,0
751,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
752,Concerns about unknown risks,No one knows what the long term effects of the vaccine will be,0
753,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
754,"I am pregnant, breastfeeding or planning to become pregnant",,0
755,I've had COVID so I don't think I need a vaccine,,0
756,Already vaccinated,I'm in military and was vaccinated elsewhere. Think you need to add a tab for that?,0
757,Concerns about unknown risks,,0
758,I've had COVID so I don't think I need a vaccine,,0
759,Concerns about unknown risks,,0
760,Multiple reasons,Allergies and I mRNA is a no go for me.,0
761,I don't feel I need to be vaccinated; I'm not at high risk for infection,,0
762,Multiple reasons,Multiple of the above.,0
763,Concerns about unknown risks,,0
764,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
765,Concerns about unknown risks,,0
766,"I am pregnant, breastfeeding or planning to become pregnant",,0
767,I don't trust the FDA approval process,,0
768,Concerns about unknown risks,,0
769,I have allergies that could react to the vaccine,,0
770,Concerns about unknown risks,,0
771,I've had COVID so I don't think I need a vaccine,,0
772,I work out of state; I plan to receive a vaccine when one is available to me in my state,,0
773,Concerns about unknown risks,,0
774,I've had COVID so I don't think I need a vaccine,"i had covid dx on dec 3. initial recommendation was 90 days, and although i know this has changed, i want to wait the 90 days, plus i want to donate plasma in january",0
775,I don't trust the FDA approval process,,0
776,Concerns about unknown risks,,0
777,I don't feel I need to be vaccinated; I'm not at high risk for infection,,0
778,Concerns about unknown risks,,0
779,I work out of state; I plan to receive a vaccine when one is available to me in my state,,0
780,"I am pregnant, breastfeeding or planning to become pregnant",,0
781,"I am pregnant, breastfeeding or planning to become pregnant",,0
782,I don't feel I need to be vaccinated; I'm not at high risk for serious complications from COVID if I am infected,,0
783,Concerns about unknown risks,,0
784,I don't feel I need to be vaccinated; I'm not at high risk for serious complications from COVID if I am infected,,0
785,Concerns about unknown risks,,0
786,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
787,I work out of state; I plan to receive a vaccine when one is available to me in my state,,0
788,I've had COVID so I don't think I need a vaccine,,0
789,Multiple reasons,"concerns for side effects and long term effects, not knowing what is in the vaccine, haveing an experimental mRNA in the vaccine, the possibility of becoming sterile, the fact that the survival rate is 99.6%, plus that the vaccine is ONLY 94% effective, and the fact that yo still have to wear a mask and social distance even if you get the vaccine.  Also i saw a video where Dr Fauci said they are not even sure if the vaccine will help you from not getting the disease.  Also I saw videos of people haveing severe side effects and even dying.",0
790,Concerns about unknown risks,,0
791,Concerns about unknown risks,,0
792,Concerns about unknown risks,,0
793,Religious reasons,I have religious exemption from vaccines. ,0
794,"I am pregnant, breastfeeding or planning to become pregnant",,0
795,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
796,Concerns about unknown risks,,0
797,I've had COVID so I don't think I need a vaccine,,0
798,"I am pregnant, breastfeeding or planning to become pregnant",,0
799,"I am pregnant, breastfeeding or planning to become pregnant",,0
800,Concerns about unknown risks,,0
801,Concerns about the vaccine’s efficacy,,0
802,"I am pregnant, breastfeeding or planning to become pregnant",Currently pregnant,0
803,Concerns about unknown risks,,0
804,Religious reasons,"I do not vaccinate because of my religious beliefs. The modern human has been around for 200,000 years and the first vaccine was created in 1798, we have survived all these years due to our immune system. I believe in healing through prayer and using my immune system to combat any illness i encounter. ",0
805,Concerns about unknown risks,,0
806,Concerns about unknown risks,,0
807,I have allergies that could react to the vaccine,,0
808,I have a preexisting medical condition that would prevent me from getting the vaccine,,0
809,Concerns about unknown risks,,0
810,Other,Personal private decision,0
811,I don't feel I need to be vaccinated; I'm not at high risk for serious complications from COVID if I am infected,,0
812,I don't feel I need to be vaccinated; I'm not at high risk for infection,,0
813,"I am pregnant, breastfeeding or planning to become pregnant",,0
814,Concerns about unknown risks,,0
815,I have allergies that could react to the vaccine,,0
816,"I am pregnant, breastfeeding or planning to become pregnant",,0
817,I don't trust the FDA approval process,no studies at all!,0
818,Multiple reasons,CONCERNS WITH EFFICACY. I ALSO HAVE AN EGG ALLERGY AND I ALSO AM UNSURE OF THE LONG-TERM EFFECTS FROM THIS VACCINE ,0
819,"Concerns about known side effects (e.g., headache, fatigue)",,0
820,Concerns about unknown risks,,0
821,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
822,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
823,I have allergies that could react to the vaccine,,0
824,I've had COVID so I don't think I need a vaccine,,0
825,Concerns about unknown risks,,0
826,Multiple reasons,"I am still recovering from an acute illness, and just returned to work this evening.",0
827,"I am pregnant, breastfeeding or planning to become pregnant",,0
828,"I am pregnant, breastfeeding or planning to become pregnant",,0
829,It depends on which vaccine I'm offered,I would like to wait until the Astraseneca vaccine is available,0
830,Concerns about unknown risks,,0
831,Concerns about unknown risks,,0
832,Concerns about unknown risks,,0
833,I have allergies that could react to the vaccine,,0
834,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
835,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
836,Concerns about unknown risks,,0
837,"I am pregnant, breastfeeding or planning to become pregnant",,0
838,Concerns about unknown risks,,0
839,Concerns about unknown risks,,0
840,Concerns about unknown risks,,0
841,Multiple reasons,all of the above,0
842,Multiple reasons,many reasons listed above. and i do not like the fact that some reports on the vaccine say it has a DNA modifier instead of a protein from the virus to build antibodies.,0
843,"I am pregnant, breastfeeding or planning to become pregnant",,0
844,Concerns about unknown risks,,0
845,"I am pregnant, breastfeeding or planning to become pregnant",,0
846,Privacy concerns about Geisinger or state government tracking,,0
847,I don't feel I need to be vaccinated; I'm not at high risk for serious complications from COVID if I am infected,,0
848,I don't trust the FDA approval process,,0
849,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
850,Concerns about the vaccine’s efficacy,,0
851,It depends on which vaccine I'm offered,,0
852,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
853,Others should be prioritzed,the most vulnerable should be vaccinated first,0
854,I've had COVID so I don't think I need a vaccine,,0
855,Concerns about unknown risks,,0
856,Concerns about unknown risks,,0
857,Concerns about unknown risks,,0
858,Other,"HATE NEEDLES, and this requires 2 NO THX",0
859,Concerns about unknown risks,,0
860,Concerns about unknown risks,,0
861,Multiple reasons,"I have overall concerns with the vaccine.  I have concerns with the side effects both short term and long term.  It is to new to know if it could or will have any effects 10 years, 15 years, or longer down the road.  Covid recovery rate is high enough i am more comforitable with getting the virus then the vaccine.  I do not feel comforitable puttig the vaccines in my body.  I do not feel enough is know about it and how effient it is going to work there are to many ""probably's"" and ""maybe's"" with the vaccine.  I am provaccine but do not feel at this time this is a safe vaccine nor am i comforitable putting it in my body at this time or possible ever.",0
862,I don't trust the FDA approval process,,0
863,Concerns about unknown risks,,0
864,Concerns about the vaccine’s efficacy,,0
865,"Concerns about known side effects (e.g., headache, fatigue)",I have seen people close to me have a lot of issues after receiving it.,0
866,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
867,I don't feel I need to be vaccinated; I'm not at high risk for infection,,0
868,Concerns about unknown risks,,0
869,I have allergies that could react to the vaccine,,0
870,I have a preexisting medical condition that would prevent me from getting the vaccine,,0
871,Others should be prioritzed,working from home-waiting until others who need it (high risk) ,0
872,I've had COVID so I don't think I need a vaccine,I had a very recent COVID infection and am not yet fully recovered.   I will receive the vaccine at some time next year.  ,0
873,Concerns about unknown risks,,0
874,I have allergies that could react to the vaccine,,0
875,Concerns about unknown risks,,0
876,Concerns about unknown risks,,0
877,I have allergies that could react to the vaccine,,0
878,I've had COVID so I don't think I need a vaccine,"just recovering from COVID, don't know long term side effects from vaccine, or virus, approval process was a little to quick for me after having worked in research and experincing numerous trials and seeing how long it took to get approval.",0
879,I don't feel I need to be vaccinated; I'm not at high risk for infection,,0
880,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
881,Concerns about unknown risks,,0
882,Other,God gave me an immune system and I plan to use it.  I protect others by masking etc.. that will not change.  Thank you,0
883,Concerns about unknown risks,,0
884,I don't feel I need to be vaccinated; I'm not at high risk for serious complications from COVID if I am infected,,0
885,"Concerns about known side effects (e.g., headache, fatigue)",,0
886,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
887,Concerns about unknown risks,,0
888,Others should be prioritzed,I would rather donate my vaccine to someone who is immune compromised and needs it more than I do.,0
889,Concerns about unknown risks,,0
890,Concerns about unknown risks,,0
891,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
892,Concerns about unknown risks,,0
893,Others should be prioritzed,I am healthy and I would like to see my elderly mother receive the vaccine before I do.,0
894,Religious reasons,Religious Reasons,0
895,Concerns about unknown risks,,0
896,Concerns about unknown risks,,0
897,"Concerns about known side effects (e.g., headache, fatigue)",,0
898,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
899,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
900,Concerns about unknown risks,,0
901,"I am pregnant, breastfeeding or planning to become pregnant",,0
902,"I am pregnant, breastfeeding or planning to become pregnant",,0
903,Concerns about unknown risks,,0
904,Concerns about unknown risks,,0
905,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
906,"I am pregnant, breastfeeding or planning to become pregnant",,1
907,I've had COVID so I don't think I need a vaccine,I had covid recently; unable to get vaccine now,0
908,Other,i dont want it,0
909,Concerns about unknown risks,,0
910,"I am pregnant, breastfeeding or planning to become pregnant",,0
911,Concerns about unknown risks,,0
912,Concerns about unknown risks,,0
913,Concerns about unknown risks,,0
914,"I am pregnant, breastfeeding or planning to become pregnant",,0
915,Concerns about unknown risks,,0
916,Concerns about unknown risks,,0
917,I have a preexisting medical condition that would prevent me from getting the vaccine,,0
918,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
919,"Concerns about known side effects (e.g., headache, fatigue)",,0
920,"I am pregnant, breastfeeding or planning to become pregnant",,0
921,"I am pregnant, breastfeeding or planning to become pregnant",,0
922,Concerns about unknown risks,,0
923,Religious reasons,Religious,0
924,I have a preexisting medical condition that would prevent me from getting the vaccine,"I have an autoimmune disease, so I am concerned about unknown risks as well as either no efficacy with my immune supressing therapies or another autoimmune reaction. It does say on the Pfizer vaccine not to receive it if you have an autoimmune disease",0
925,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
926,I have allergies that could react to the vaccine,,0
927,Concerns about unknown risks,,0
928,I've had COVID so I don't think I need a vaccine,"Just so many unanswered questions and i had tested positve for COVID and had sysmtons like the flu as same as last year when both my influenza A<B came back negative.  Then i was told i cant get vacine untill 90 days from when i tested positve and now all the sudden i can get it before the 90 days,  so whats the truth here?  It changes from day to day and i dont feel its been tested enough.",0
929,Concerns about unknown risks,,0
930,Concerns about unknown risks,,0
931,I've had COVID so I don't think I need a vaccine,,0
932,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
933,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
934,Other,I don't want it,0
935,I have allergies that could react to the vaccine,,0
936,I don't feel I need to be vaccinated; I'm not at high risk for infection,,0
937,Concerns about unknown risks,,0
938,"I am pregnant, breastfeeding or planning to become pregnant",,0
939,Concerns about the vaccine’s efficacy,,0
940,I have allergies that could react to the vaccine,,0
941,"I am pregnant, breastfeeding or planning to become pregnant",,0
942,"I am pregnant, breastfeeding or planning to become pregnant",,0
943,Concerns about unknown risks,,0
944,Other,Because I'm choosing not to for reasons I don't need to share. It's my choice. ,0
945,Already vaccinated,I have already received the vaccine at Penn State Health Holy Spirit Medical Center,0
946,I have allergies that could react to the vaccine,,0
947,Concerns about unknown risks,,0
948,Concerns about unknown risks,,0
949,Concerns about the vaccine’s efficacy,,0
950,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
951,I have allergies that could react to the vaccine,,0
952,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
953,"I am pregnant, breastfeeding or planning to become pregnant",,0
954,I've had COVID so I don't think I need a vaccine,,0
955,I've had COVID so I don't think I need a vaccine,,0
956,Concerns about unknown risks,,0
957,I don't feel I need to be vaccinated; I'm not at high risk for serious complications from COVID if I am infected,,0
958,Already vaccinated,I have a 2nd vaccine scheduled & am concerned about mixing the to & issues w/both,0
959,Concerns about unknown risks,,0
960,Concerns about unknown risks,,0
961,Concerns about unknown risks,,0
962,Concerns about unknown risks,,0
963,Concerns about the vaccine’s efficacy,,0
964,I have allergies that could react to the vaccine,,0
965,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
966,I've had COVID so I don't think I need a vaccine,,0
967,I don't feel I need to be vaccinated; I'm not at high risk for infection,,0
968,"I am pregnant, breastfeeding or planning to become pregnant",,0
969,I don't feel I need to be vaccinated; I'm not at high risk for serious complications from COVID if I am infected,,0
970,"Concerns about the vaccine's ingredients (e.g., mRNA)",,0
971,I have a preexisting medical condition that would prevent me from getting the vaccine,I am currently under treatment for other conditions. I will consider possible vaccine at a later time. ,0
972,Other,my health is none of your concern. HIPPA,0
973,Concerns about unknown risks,,0
974,"Concerns about known side effects (e.g., headache, fatigue)",,0
975,Concerns about unknown risks,,0
976,I have a preexisting medical condition that would prevent me from getting the vaccine,,0
977,I've had COVID so I don't think I need a vaccine,,0
978,Multiple reasons,All of the above,0
979,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
980,I've had COVID so I don't think I need a vaccine,I have had covid I am still showing antibodies so I am not inrested in a vaccine that is new and little known about side effects. Also per current data the reinfection rate is nearly none. ,0
981,I have allergies that could react to the vaccine,severe reaction to influenza vaccine and fear reaction to this one,0
982,"I am pregnant, breastfeeding or planning to become pregnant",,0
983,I've had COVID so I don't think I need a vaccine,,0
984,I have allergies that could react to the vaccine,,0
985,Concerns about unknown risks,,0
986,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,,0
987,I have allergies that could react to the vaccine,,0
988,I have allergies that could react to the vaccine,,1
989,Concerns about unknown risks,,0
990,I've had COVID so I don't think I need a vaccine,I am currently waiting until I am 90 post covid postive then I will receive the vaccine thank you,0
991,Concerns about unknown risks,,0
992,Multiple reasons,I wish you could check more than one of these. ,0
993,"I am pregnant, breastfeeding or planning to become pregnant",,0
994,Concerns about unknown risks,,0
995,"I am pregnant, breastfeeding or planning to become pregnant",,0
996,I have allergies that could react to the vaccine,,0
997,"I am pregnant, breastfeeding or planning to become pregnant",,0
998,I've had COVID so I don't think I need a vaccine,,0
999,Concerns about unknown risks,,0
1000,Concerns about unknown risks,,0
1001,Other,I just don't want it,0
1002,Concerns about unknown risks,,0
1003,I have allergies that could react to the vaccine,,0
1004,"I am pregnant, breastfeeding or planning to become pregnant",,0
1005,Concerns about unknown risks,,0
1006,Concerns about unknown risks,,0
1007,I've had COVID so I don't think I need a vaccine,,0
1008,I've had COVID so I don't think I need a vaccine,I had COVID December 8th,0
1009,"I am pregnant, breastfeeding or planning to become pregnant",,0
1010,Concerns about unknown risks,,0
1011,"I am pregnant, breastfeeding or planning to become pregnant",,0
1012,I don't feel I need to be vaccinated; I'm not at high risk for serious complications from COVID if I am infected,,0
1013,Concerns about unknown risks,,0
1014,I don't trust the FDA approval process,,0
1015,"I am pregnant, breastfeeding or planning to become pregnant","I am pregnant, waiting until the baby is born to be vaccinated (due 2/20)",0
1016,Concerns about unknown risks,,0
1017,I don't feel I need to be vaccinated; I'm not at high risk for infection,,0
1018,I have a preexisting medical condition that would prevent me from getting the vaccine,Family history Bells Palsy and Guillain Barre syndrome ,0
1019,It depends on when it's offered to me; I'd like to wait to take it until I see how it goes with others,i want to wait till a later date,0
1020,Concerns about unknown risks,,0
1021,"Concerns about known side effects (e.g., headache, fatigue)",,0
1022,I don't feel I need to be vaccinated; I'm not at high risk for infection,,0
1023,"I am pregnant, breastfeeding or planning to become pregnant","I am pregnant and hope to be vaccinated after I give birth, unless more conclusive data is revealed prior to May",0
